,南部,中部,北部,東部,全台
2024-08-01 00:00:00,0.003537432590352035,0.006208055506583078,0.004139589989334158,0.004581253889251062,0.004634675515436117
2024-08-01 01:00:00,0.0035407242599006378,0.0062034548644571445,0.004168585369514696,0.004533943616166722,0.004693456576452618
2024-08-01 02:00:00,0.003492723755195934,0.005978735747368244,0.0040503112061409325,0.004358026284033737,0.0045815204155008555
2024-08-01 03:00:00,0.0034790341162012272,0.005932276387820002,0.004024124021254819,0.004364152166068875,0.004574195248204011
2024-08-01 04:00:00,0.0034954918143055135,0.005928627211151654,0.004104835591783538,0.0044762143060140605,0.004633092718920601
2024-08-01 05:00:00,0.003486752407028313,0.0059548996882247685,0.004121437627163181,0.0045860242069436655,0.004647644321026256
2024-08-01 06:00:00,0.003245880429105091,0.005590205709077844,0.004154113769498619,0.004302984009702386,0.0044620568403237965
2024-08-01 07:00:00,0.0026326137405404504,0.0046999523927595,0.004119803338616951,0.003660851204161379,0.003939807187885102
2024-08-01 08:00:00,0.0022667044739894614,0.004074476383025097,0.004035913552077349,0.00344627473945694,0.003557028606847248
2024-08-01 09:00:00,0.002027925896810505,0.003630983049719582,0.0038859722845542076,0.003118179259237552,0.00327730516588882
2024-08-01 10:00:00,0.0018857151893251643,0.00333916393750713,0.0038004172764814484,0.002880976244874121,0.0031062339098999964
2024-08-01 11:00:00,0.001796092720085683,0.003258855124732235,0.0037702745718558328,0.002799457116626233,0.003040754247623808
2024-08-01 12:00:00,0.0017932094743424915,0.003294021469378584,0.0037912814240777357,0.0028492811559073556,0.003076615950308774
2024-08-01 13:00:00,0.0019043382381207696,0.0034830165072858967,0.003885195261585186,0.003089689103997581,0.0032246452833443327
2024-08-01 14:00:00,0.0019776880092902244,0.0036944067260099396,0.003947994874651928,0.0033134372368541975,0.0033511830615286504
2024-08-01 15:00:00,0.0021910487587660007,0.004231703843140213,0.0041283173791437046,0.003842093435474335,0.003667902956750045
2024-08-01 16:00:00,0.0025038982877571003,0.004907224307058213,0.004281552690522242,0.0044124270299114796,0.004029101376625309
2024-08-01 17:00:00,0.002986439480851095,0.005822480279111473,0.004452703733847875,0.00510722037341367,0.00449025298330815
2024-08-01 18:00:00,0.003607787522811511,0.006311261051373171,0.004525954934584194,0.0052315845389472185,0.004821304134280929
2024-08-01 19:00:00,0.0037890607144180064,0.006336618778918432,0.00449940505802424,0.005197974151338563,0.004859292948665678
2024-08-01 20:00:00,0.0038093569621264803,0.006528436794774459,0.004512247718290187,0.0053487472368903355,0.00492605990833919
2024-08-01 21:00:00,0.0038272710984715483,0.006446271428933653,0.004400315366721453,0.00524436376665982,0.004859872856841103
2024-08-01 22:00:00,0.0037749819106914404,0.006177604214991179,0.004265843166898899,0.004979755620720832,0.00472093559028811
2024-08-01 23:00:00,0.003646290202853187,0.006414812936548874,0.004178980587117861,0.0051649120791741185,0.004762299222602045
2024-08-02 00:00:00,0.003606866268925473,0.006874646166113072,0.004132948972079811,0.005440346028875826,0.00488981683886748
2024-08-02 01:00:00,0.0036226119720063573,0.006915808464434322,0.004266370563854668,0.005402920009428729,0.004969529059060764
2024-08-02 02:00:00,0.0036248913722023365,0.007008086121213338,0.004269326892980517,0.0054253177961621265,0.0050494388680156575
2024-08-02 03:00:00,0.0034848245737041906,0.007044608994255656,0.00416591464082984,0.005409206017085917,0.005013193751329415
2024-08-02 04:00:00,0.003541384785022128,0.00673165352810703,0.004113774786804559,0.005212475856836811,0.004925859727050668
2024-08-02 05:00:00,0.0036338350058912837,0.006443031758392194,0.004058485255762461,0.00502699302084437,0.004850080852045855
2024-08-02 06:00:00,0.003284482927931991,0.006116298177074999,0.004136226175558182,0.004730214309614587,0.004651186115156187
2024-08-02 07:00:00,0.0027863241657711023,0.00520090002846796,0.004195737572110971,0.0040427523022746725,0.004191812008238434
2024-08-02 08:00:00,0.002456050982669746,0.004486705816140011,0.004118026702997566,0.003647348063746432,0.0037694358240323916
2024-08-02 09:00:00,0.0020624004647754623,0.003990990516947344,0.0039350115042299716,0.0033619909842547546,0.0034155819605499087
2024-08-02 10:00:00,0.001966702898384204,0.00370912829798922,0.0038937924799960642,0.0030810477770960676,0.0032653101835512623
2024-08-02 11:00:00,0.0019633351505455214,0.0035965586121505795,0.003953239334998475,0.003015185299930316,0.0032651755740319933
2024-08-02 12:00:00,0.0018959691660162545,0.0038978457864403625,0.004216799854822689,0.0034032194492364326,0.003478742249238326
2024-08-02 13:00:00,0.0019763224198836,0.004148457884980996,0.004243504888970495,0.003831013193144057,0.003614158432165834
2024-08-02 14:00:00,0.0021479797163820504,0.0043831152596884495,0.0041558628285579755,0.00407463153695994,0.003681465350402492
2024-08-02 15:00:00,0.0023846333861456365,0.004740085349278973,0.004260999745053225,0.004431121318806713,0.003916858750139393
2024-08-02 16:00:00,0.002837590760935846,0.005352896107957208,0.004429803512214105,0.004426240714146902,0.004264464133072417
2024-08-02 17:00:00,0.0033149230529680896,0.0060899206883119495,0.004629036235057896,0.004614788359988201,0.004687002544896887
2024-08-02 18:00:00,0.0037902842413767737,0.006485873799122967,0.004746088758314505,0.0049292771921503,0.004975796693948575
2024-08-02 19:00:00,0.003941818368763274,0.006474386954860281,0.004655060923311429,0.004953303032833926,0.004981894709865593
2024-08-02 20:00:00,0.003899541804505265,0.0065523500108313325,0.004505289628072474,0.005061902439540658,0.004934882296730524
2024-08-02 21:00:00,0.0038685357328198952,0.006748629044314346,0.004465011979701018,0.005694826394638162,0.004983552351119139
2024-08-02 22:00:00,0.003914899504751023,0.007021041233607998,0.004432981793213644,0.005886413196430387,0.005079008167576181
2024-08-02 23:00:00,0.0038357051434442903,0.0073389132301810035,0.004365327184399174,0.006248192239398263,0.005174104134269963
2024-08-03 00:00:00,0.003922029723866936,0.007458917970886936,0.004374301110754141,0.005868473980559358,0.005241807640913779
2024-08-03 01:00:00,0.003939743788099159,0.007550344197307915,0.004551632865725848,0.005676170704115113,0.005353933447829588
2024-08-03 02:00:00,0.003912918855037089,0.007749281282086658,0.004525148539197706,0.005750267759882479,0.005474781398500793
2024-08-03 03:00:00,0.0038567879966231343,0.007774430676363679,0.004400305646547801,0.006159189997017589,0.00549180019919303
2024-08-03 04:00:00,0.0037147247912800024,0.007750417045019044,0.004276872321348433,0.005880776234725353,0.005415082827364664
2024-08-03 05:00:00,0.0036668154245291275,0.007669052644320899,0.004111702334903366,0.00552121829278998,0.0053081398390527465
2024-08-03 06:00:00,0.003307360271713909,0.00702221441088925,0.004107212874711816,0.005054622581243761,0.004997701353104427
2024-08-03 07:00:00,0.002695025220799856,0.005791383821674559,0.004262853495443095,0.004158325619507528,0.004403394173951995
2024-08-03 08:00:00,0.0022945662782426885,0.0048040886642636855,0.004326007320920694,0.0034035616056341447,0.003890585878032741
2024-08-03 09:00:00,0.00201648661261896,0.004184314134398928,0.004343325279620042,0.002980577457185028,0.003569393123296285
2024-08-03 10:00:00,0.0018917468645860897,0.003868355447209791,0.004323527623791459,0.00281616728700326,0.003402311409491168
2024-08-03 11:00:00,0.0018296568715253222,0.003717241180245605,0.004298712445658941,0.002761348470723937,0.0033362569120744113
2024-08-03 12:00:00,0.0018342812380321484,0.0037772961232297253,0.004333018361743703,0.0028056656635457693,0.0033938652330588077
