,南部,北部,中部,東部,全台
0,0.0036747913789162787,0.003982178384661504,0.00635013280381051,0.004519997779944035,0.004639468914245856
1,0.0037134261354396024,0.0039363719159096365,0.006287043002194551,0.004451379257068752,0.004645000129067655
2,0.0036810484113471336,0.0038078662803894964,0.00636378502607502,0.004501289622506679,0.004672049512385081
3,0.0036711928513156276,0.00374796945447565,0.0063417040558048365,0.00477729024405625,0.004692183156160816
4,0.0037144567741283973,0.003685963644124595,0.0063147568534953225,0.0048421624679485286,0.004709012785293197
5,0.003704368744433543,0.003633721227303186,0.006282433670918635,0.004789189943922173,0.004700878854478084
6,0.003720545965478045,0.003708284523754257,0.006202309229420993,0.0047234697420830175,0.004695434471816717
7,0.003717765314412179,0.003850035028182604,0.006089763393267567,0.004684231282140161,0.004693422883104462
8,0.00368102715848588,0.0040688911805305756,0.0059548688838085275,0.004754338463703715,0.004648297551802452
9,0.0037454707298481098,0.00424567988817936,0.005875352514079528,0.004679351189943833,0.004685276950578771
10,0.003739910516718266,0.004241405186523185,0.00571467984853398,0.004414372388046891,0.004636297611399907
11,0.0037206021186394727,0.004306475473779118,0.005471741059170651,0.00424558948393746,0.004573622217142253
12,0.0036520285017195135,0.004639493869461838,0.0057436383493578895,0.004508779740768752,0.004777874702756171
13,0.003668953938528286,0.005036292714963456,0.005605683630323263,0.004443106470850051,0.004879827779093642
14,0.0036604054166731975,0.005178162435428797,0.005416549495978599,0.004309393678711136,0.0048691677113522815
15,0.003728725872459569,0.005138138082812147,0.0054494235735089765,0.004510059394230387,0.004878346156562825
16,0.0037275990389447305,0.004999070248119596,0.005459760171137311,0.004491927590325579,0.004821335720404991
17,0.0037058389981113357,0.0050130411238371265,0.005630864826676903,0.004607813669244806,0.004845724904242261
18,0.0036985595069740597,0.004520766928239254,0.00556937502471007,0.0042657310533371785,0.004624559813363195
19,0.0036938683804023736,0.004089829689545283,0.005622332611518757,0.004047916160858743,0.004458563076277891
20,0.0036947493237541916,0.004041188655510423,0.005820676367205327,0.004041380683565272,0.004492732017492728
21,0.0037140885275082094,0.004085111000030868,0.006016207764477125,0.004162035136713438,0.004569368545445095
22,0.003700944303915845,0.004047897792430965,0.006087095591646315,0.004327346502552006,0.004577906252479099
23,0.0036816327316741694,0.004137783052026004,0.006167789693203843,0.004617559582074061,0.0046061938215706645
24,0.003701736370728901,0.004137725546830909,0.0063789828949634645,0.004810225554790439,0.004676718370551038
25,0.0037120959497832272,0.004222024851983402,0.006375807156159099,0.004790860168934952,0.004724983226648619
26,0.0037168875016093676,0.004237831563842349,0.006315354552530121,0.004844945316375501,0.004781899680109145
27,0.00373627219665602,0.004197194152100541,0.006278738130372146,0.004863951330837101,0.004803569068487131
28,0.003724639017502476,0.004180271168525528,0.0062063218695446905,0.004915145333586714,0.004783876590534699
29,0.003699498500856593,0.004183474465143151,0.006129945382146809,0.004842121754063622,0.004758285902324787
30,0.0037455836353862794,0.004245644033538782,0.00616926726453234,0.004890551775850582,0.004792870374122014
31,0.0037363779170796144,0.0043242084802551034,0.006070788976031849,0.0048631719613324,0.004797081939480171
32,0.0037368050881138905,0.004519782115055579,0.005921292775754835,0.0047989987001063866,0.00479819061618602
33,0.003739241048159927,0.004562279351758913,0.005934011808119971,0.004893005406726997,0.004792191114652253
34,0.0037435048675961854,0.004579869024125558,0.005751895040730636,0.004768126185285914,0.00474308155570969
35,0.0037187432956197015,0.00458958235261511,0.005640511597893633,0.004715117000286873,0.004696725082413016
36,0.0037324669495400597,0.004571694243784175,0.005623823605581747,0.004664685968809022,0.004704930247242463
37,0.0037360179464404225,0.004615822804694257,0.005508661224852104,0.00457267878511666,0.004666292138088681
38,0.0037165147893889225,0.004581135765311868,0.005544881984328407,0.004599866376996652,0.004658526211996186
39,0.0037297779903632845,0.004494690138361493,0.0055822118096502124,0.0046440220301725765,0.0046320338000133045
40,0.0037475687478569384,0.0042882217674770195,0.005380053687698901,0.004391748853244987,0.0045115686977747526
41,0.0037548653033850953,0.004179429866860733,0.005399910462556526,0.004344710647407748,0.004464161678506243
42,0.0037713698813828587,0.004108314277437453,0.005313004487787485,0.0040657435020113935,0.004413733229640724
43,0.003725008420100039,0.004089005134195468,0.005268061099674373,0.0037414783909795967,0.004366097421679709
44,0.0037234976026799217,0.004094501927911145,0.005406829272133879,0.0038271072904495743,0.004398874444488391
45,0.0037011509752678286,0.0040950219231761726,0.005624989818349221,0.003898635602555239,0.004444307116743867
46,0.0037637461853019176,0.00402978818322004,0.0057827627376856,0.003919987876943039,0.004485453890384972
47,0.003828741770292567,0.004046322778579086,0.00584842250171424,0.004456521823706234,0.004546311778480895
